,CustomerID,Name,Age,City,JoinDate,LastPurchaseDate,TotalOrders,TotalSpent,AvgOrderValue,PaymentMethod,CustomerLifetime,Recency,PurchaseFrequency,MonetaryValue,CLV,CustomerSegment,Recency_missing
27,C28,Iqra,44,Islamabad,2019-06-10,2021-05-15,33,702166,21278,Bank Transfer,705,796.0,0.04680851063829787,21277.757575757576,702166.0,VIP,0
28,C29,Iqra,44,Rawalpindi,2021-06-30,2022-09-11,26,496300,19088,Bank Transfer,438,312.0,0.0593607305936073,19088.46153846154,496300.0,VIP,0
29,C30,Bilal,22,Multan,2018-03-28,2019-12-20,38,442398,11642,Card,632,1308.0,0.060126582278481014,11642.052631578947,442398.0,VIP,0
30,C31,Ali,27,Lahore,2018-05-09,2019-05-12,7,142105,20301,Bank Transfer,368,1530.0,0.019021739130434784,20300.714285714286,142105.00000000003,Loyal,0
31,C32,Usman,43,Sialkot,2023-04-21,2023-06-21,33,554440,16801,Card,61,29.0,0.5409836065573771,16801.21212121212,554440.0,VIP,0
32,C33,Fatima,33,Peshawar,2023-03-28,2023-07-29,6,41439,6906,Mobile Wallet,123,1938.0,0.04878048780487805,6906.5,41439.00000000001,Regular,1
33,C34,Noor,27,Rawalpindi,2020-02-19,2021-09-20,31,264302,8526,Mobile Wallet,579,668.0,0.0535405872193437,8525.870967741936,264302.0,VIP,0
34,C35,Imran,34,Hyderabad,2019-02-06,2019-04-28,37,173650,4693,Cash,81,1544.0,0.4567901234567901,4693.243243243243,173650.0,Loyal,0
35,C36,Arslan,35,Rawalpindi,2022-07-01,2022-08-30,13,202808,15601,Bank Transfer,60,324.0,0.21666666666666667,15600.615384615385,202808.00000000003,VIP,0
36,C37,Khalid,29,Peshawar,2023-06-17,2023-07-19,15,200019,13335,Card,32,1.0,0.46875,13334.6,200019.0,VIP,0
37,C38,Iqra,21,Multan,2018-08-23,2018-11-12,40,785143,19629,Cash,81,1711.0,0.49382716049382713,19628.575,785143.0,VIP,0
38,C39,Fahad,22,Islamabad,2018-10-08,2020-07-08,7,81160,11594,Cash,639,1107.0,0.010954616588419406,11594.285714285714,81160.0,Regular,0
39,C40,Ayesha,39,Lahore,2022-09-14,2023-07-30,36,539657,14990,Cash,319,1938.0,0.11285266457680251,14990.472222222223,539657.0,VIP,1
40,C41,Aisha,27,Faisalabad,2022-06-10,2022-09-15,22,409927,18633,Card,97,308.0,0.2268041237113402,18633.045454545456,409927.0,VIP,0
41,C42,Noman,38,Lahore,2018-10-28,2020-05-30,16,321486,20093,Mobile Wallet,580,1146.0,0.027586206896551724,20092.875,321486.0,VIP,0
42,C43,Uzma,31,Faisalabad,2019-10-09,2021-01-29,37,520492,14067,Card,478,902.0,0.07740585774058577,14067.351351351352,520491.99999999994,VIP,0
43,C44,Iqra,29,Gujranwala,2019-03-01,2019-08-15,19,153620,8085,Cash,167,1435.0,0.11377245508982035,8085.263157894737,153620.0,Loyal,0
44,C45,Noman,26,Multan,2020-04-13,2022-02-21,19,390210,20537,Card,679,514.0,0.027982326951399118,20537.36842105263,390209.99999999994,VIP,0
45,C46,Danish,28,Karachi,2018-01-15,2019-01-21,11,286764,26069,Cash,371,1641.0,0.029649595687331536,26069.454545454544,286764.0,VIP,0
46,C47,Iqra,42,Peshawar,2018-02-09,2018-07-03,7,62471,8924,Mobile Wallet,144,1843.0,0.04861111111111111,8924.42857142857,62470.99999999999,Regular,0
47,C48,Hina,33,Islamabad,2018-06-21,2019-06-01,26,143486,5519,Cash,345,1510.0,0.07536231884057971,5518.692307692308,143486.0,Loyal,0
48,C49,Noor,31,Hyderabad,2022-07-23,2023-07-05,12,146228,12186,Cash,347,15.0,0.0345821325648415,12185.666666666666,146228.0,Loyal,0
49,C50,Sara,25,Multan,2022-08-14,2023-01-18,20,189616,9481,Card,157,183.0,0.12738853503184713,9480.8,189616.0,Loyal,0
50,C51,Ali,35,Rawalpindi,2020-03-28,2021-08-11,25,361218,14449,Cash,501,708.0,0.0499001996007984,14448.72,361218.0,VIP,0
51,C52,Omar,32,Multan,2021-02-15,2021-05-27,20,314507,15725,Bank Transfer,101,784.0,0.19801980198019803,15725.35,314507.0,VIP,0
52,C53,Iqra,30,Karachi,2019-04-18,2020-02-09,14,337245,24089,Mobile Wallet,297,1257.0,0.04713804713804714,24088.928571428572,337245.0,VIP,0
53,C54,Noman,33,Multan,2021-07-08,2022-10-27,35,269485,7700,Cash,476,266.0,0.07352941176470588,7699.571428571428,269485.0,VIP,0
54,C55,Danish,20,Hyderabad,2020-03-18,2021-04-24,30,197232,6574,Mobile Wallet,402,817.0,0.07462686567164178,6574.4,197231.99999999997,Loyal,0
55,C56,Noor,43,Faisalabad,2023-09-09,2023-10-09,29,421794,14545,Mobile Wallet,30,1938.0,0.9666666666666667,14544.620689655172,421794.0,VIP,1
56,C57,Sana,33,Gujranwala,2022-04-02,2023-04-13,14,340704,24336,Bank Transfer,376,98.0,0.03723404255319149,24336.0,340703.99999999994,VIP,0
57,C58,Sara,29,Faisalabad,2020-05-10,2021-08-23,40,969936,24248,Bank Transfer,470,696.0,0.0851063829787234,24248.4,969936.0,VIP,0
58,C59,Omar,36,Quetta,2019-11-27,2021-10-31,8,106556,13320,Mobile Wallet,704,627.0,0.011363636363636364,13319.5,106556.00000000001,Loyal,0
59,C60,Bilal,41,Faisalabad,2020-07-09,2021-02-27,12,54986,4582,Bank Transfer,233,873.0,0.05150214592274678,4582.166666666667,54986.0,Regular,0
60,C61,Zara,34,Peshawar,2020-03-07,2021-05-04,34,566349,16657,Card,423,807.0,0.08037825059101655,16657.323529411766,566349.0000000001,VIP,0
61,C62,Noor,44,Peshawar,2020-06-15,2021-01-11,36,660867,18357,Cash,210,920.0,0.17142857142857143,18357.416666666668,660867.0,VIP,0
62,C63,Noor,34,Islamabad,2023-03-19,2023-07-12,36,810971,22527,Bank Transfer,115,8.0,0.3130434782608696,22526.972222222223,810971.0000000001,VIP,0
63,C64,Mahnoor,33,Hyderabad,2023-01-01,2023-03-12,33,603753,18296,Cash,70,130.0,0.4714285714285714,18295.545454545456,603753.0000000001,VIP,0
64,C65,Nadia,44,Hyderabad,2023-06-08,2023-07-28,18,232557,12920,Mobile Wallet,50,1938.0,0.36,12919.833333333334,232557.00000000003,VIP,1
65,C66,Zain,30,Hyderabad,2018-11-27,2019-05-17,12,137299,11442,Cash,171,1525.0,0.07017543859649122,11441.583333333334,137299.0,Loyal,0
66,C67,Zara,33,Peshawar,2021-09-17,2023-04-25,32,539281,16853,Bank Transfer,585,86.0,0.0547008547008547,16852.53125,539281.0,VIP,0
67,C68,Waqar,42,Karachi,2022-04-08,2023-01-07,3,45639,15213,Bank Transfer,274,194.0,0.010948905109489052,15213.0,45639.00000000001,Regular,0
68,C69,Bushra,37,Hyderabad,2020-06-22,2021-12-03,17,218619,12860,Card,529,594.0,0.03213610586011342,12859.941176470587,218619.0,VIP,0
69,C70,Ibrahim,43,Islamabad,2023-03-30,2023-05-15,37,188023,5082,Card,46,66.0,0.8043478260869565,5081.7027027027025,188023.0,Loyal,0
70,C71,Danish,24,Quetta,2020-01-15,2020-04-05,19,306631,16138,Bank Transfer,81,1201.0,0.2345679012345679,16138.473684210527,306631.0,VIP,0
71,C72,Ibrahim,28,Peshawar,2020-10-30,2021-02-20,33,156763,4750,Card,113,880.0,0.2920353982300885,4750.393939393939,156762.99999999997,Loyal,0
72,C73,Fatima,27,Gujranwala,2018-10-09,2020-09-05,5,26207,5241,Cash,697,1048.0,0.007173601147776184,5241.4,26206.999999999996,Regular,0
73,C74,Anum,24,Rawalpindi,2019-06-02,2020-10-28,10,234865,23486,Bank Transfer,514,995.0,0.019455252918287938,23486.5,234865.0,VIP,0
74,C75,Fatima,25,Sialkot,2019-04-15,2019-10-29,22,167229,7601,Mobile Wallet,197,1360.0,0.1116751269035533,7601.318181818182,167229.0,Loyal,0
75,C76,Maryam,32,Rawalpindi,2018-11-08,2020-08-05,18,134706,7484,Mobile Wallet,636,1079.0,0.02830188679245283,7483.666666666667,134706.0,Loyal,0
76,C77,Anum,45,Lahore,2018-06-18,2019-07-08,37,678148,18328,Card,385,1473.0,0.09610389610389611,18328.324324324323,678148.0,VIP,0
77,C78,Aisha,20,Peshawar,2023-07-01,2023-07-31,30,482494,16083,Bank Transfer,30,1938.0,1.0,16083.133333333333,482494.0,VIP,1
78,C79,Bushra,25,Hyderabad,2021-01-11,2022-11-02,37,731612,19773,Mobile Wallet,660,260.0,0.05606060606060606,19773.297297297297,731612.0,VIP,0
79,C80,Bilal,22,Faisalabad,2023-01-21,2023-04-23,32,733508,22922,Bank Transfer,92,88.0,0.34782608695652173,22922.125,733508.0,VIP,0
80,C81,Arslan,30,Islamabad,2023-06-21,2023-07-24,25,306649,12266,Mobile Wallet,33,1938.0,0.7575757575757576,12265.96,306648.99999999994,VIP,1
81,C82,Mahnoor,26,Lahore,2020-09-15,2021-12-05,34,774007,22765,Bank Transfer,446,592.0,0.07623318385650224,22764.91176470588,774007.0,VIP,0
82,C83,Kiran,34,Karachi,2019-01-17,2019-12-14,17,298891,17582,Mobile Wallet,331,1314.0,0.0513595166163142,17581.823529411766,298891.0,VIP,0
83,C84,Fatima,35,Hyderabad,2023-12-15,2024-01-14,30,649864,21662,Bank Transfer,30,1938.0,1.0,21662.133333333335,649864.0,VIP,1
84,C85,Talha,27,Lahore,2020-02-28,2021-02-15,10,225310,22531,Cash,353,885.0,0.028328611898016998,22531.0,225310.0,VIP,0
85,C86,Arslan,28,Sialkot,2023-11-19,2023-12-19,9,91340,10149,Mobile Wallet,30,1938.0,0.3,10148.888888888889,91340.0,Regular,1
86,C87,Ahmed,42,Hyderabad,2019-06-03,2020-04-08,5,29084,5817,Cash,310,1198.0,0.016129032258064516,5816.8,29083.999999999996,Regular,0
87,C88,Kiran,23,Karachi,2021-03-10,2022-08-02,33,598599,18139,Card,510,352.0,0.06470588235294118,18139.363636363636,598599.0,VIP,0
88,C89,Arslan,23,Lahore,2022-06-30,2023-04-07,7,162424,23203,Card,281,104.0,0.02491103202846975,23203.428571428572,162424.00000000003,Loyal,0
89,C90,Waqar,29,Lahore,2020-10-13,2021-03-13,38,677331,17824,Cash,151,859.0,0.25165562913907286,17824.5,677331.0,VIP,0
90,C91,Maryam,34,Quetta,2021-05-02,2023-01-24,30,423063,14102,Card,632,177.0,0.04746835443037975,14102.1,423063.00000000006,VIP,0
91,C92,Noor,44,Rawalpindi,2020-05-14,2021-03-10,8,71264,8908,Card,300,862.0,0.02666666666666667,8908.0,71264.0,Regular,0
92,C93,Danish,34,Sialkot,2023-04-09,2023-06-15,5,56697,11339,Mobile Wallet,67,35.0,0.07462686567164178,11339.4,56696.99999999999,Regular,0
93,C94,Saima,22,Gujranwala,2020-08-14,2021-06-10,40,416141,10404,Cash,300,770.0,0.13333333333333333,10403.525,416140.99999999994,VIP,0
94,C95,Nadia,24,Lahore,2018-09-02,2019-03-20,22,529826,24083,Mobile Wallet,199,1583.0,0.11055276381909548,24083.0,529826.0,VIP,0
95,C96,Khalid,42,Faisalabad,2022-07-07,2022-12-23,35,758818,21681,Card,169,209.0,0.20710059171597633,21680.514285714286,758818.0,VIP,0
96,C97,Bushra,43,Multan,2020-10-22,2020-12-17,8,96257,12032,Card,56,945.0,0.14285714285714285,12032.125,96257.0,Regular,0
97,C98,Nadia,38,Karachi,2019-12-19,2021-05-13,36,693335,19259,Cash,511,798.0,0.07045009784735812,19259.305555555555,693335.0,VIP,0
98,C99,Bushra,40,Quetta,2019-01-09,2020-06-03,25,427257,17090,Card,511,1142.0,0.04892367906066536,17090.28,427256.99999999994,VIP,0
99,C100,Aisha,33,Quetta,2021-03-26,2023-03-04,28,588128,21005,Card,708,138.0,0.03954802259887006,21004.571428571428,588128.0,VIP,0
100,C101,Zain,23,Peshawar,2023-10-09,2023-11-08,37,701963,18972,Cash,30,1938.0,1.2333333333333334,18971.972972972973,701963.0000000001,VIP,1
101,C102,Anum,44,Quetta,2022-12-16,2023-07-28,6,62528,10421,Cash,224,1938.0,0.026785714285714284,10421.333333333334,62528.00000000001,Regular,1
102,C103,Saima,42,Quetta,2019-05-13,2019-07-11,18,162271,9015,Card,59,1470.0,0.3050847457627119,9015.055555555555,162271.0,Loyal,0
103,C104,Zara,27,Lahore,2023-03-06,2023-04-20,12,254515,21210,Mobile Wallet,45,91.0,0.26666666666666666,21209.583333333332,254515.0,VIP,0
104,C105,Nadia,33,Quetta,2023-04-19,2023-06-19,32,680927,21279,Cash,61,31.0,0.5245901639344263,21278.96875,680927.0000000001,VIP,0
105,C106,Mahnoor,43,Islamabad,2018-10-13,2019-08-21,29,458035,15794,Mobile Wallet,312,1429.0,0.09294871794871795,15794.310344827587,458035.0,VIP,0
106,C107,Tania,43,Faisalabad,2023-06-29,2023-07-29,31,670037,21614,Mobile Wallet,30,1938.0,1.0333333333333334,21614.09677419355,670037.0000000001,VIP,1
107,C108,Iqra,32,Quetta,2021-08-11,2022-03-22,18,404458,22470,Bank Transfer,223,485.0,0.08071748878923767,22469.88888888889,404458.0,VIP,0
108,C109,Arslan,42,Peshawar,2022-05-01,2023-05-05,12,254044,21170,Cash,369,76.0,0.032520325203252036,21170.333333333332,254044.00000000003,VIP,0
109,C110,Laiba,30,Lahore,2022-12-09,2023-02-02,36,649890,18052,Cash,55,168.0,0.6545454545454545,18052.5,649890.0,VIP,0
110,C111,Usman,22,Quetta,2020-12-21,2022-01-01,28,192199,6864,Bank Transfer,376,565.0,0.07446808510638298,6864.25,192199.0,Loyal,0
111,C112,Kiran,37,Karachi,2018-10-08,2019-07-05,21,246469,11737,Bank Transfer,270,1476.0,0.07777777777777778,11736.619047619048,246469.0,VIP,0
112,C113,Noor,34,Islamabad,2021-05-11,2021-07-09,5,75311,15062,Mobile Wallet,59,741.0,0.0847457627118644,15062.2,75311.0,Regular,0
113,C114,Danish,24,Rawalpindi,2023-12-16,2024-01-15,39,373358,9573,Card,30,1938.0,1.3,9573.28205128205,373358.0,VIP,1
114,C115,Maryam,39,Gujranwala,2020-09-13,2022-03-06,40,338251,8456,Mobile Wallet,539,501.0,0.07421150278293136,8456.275,338251.0,VIP,0
115,C116,Ahmed,45,Quetta,2021-03-24,2023-03-17,37,325044,8785,Mobile Wallet,723,125.0,0.051175656984785614,8784.972972972973,325044.0,VIP,0
116,C117,Tania,40,Peshawar,2020-10-21,2022-03-02,22,243159,11053,Bank Transfer,497,505.0,0.04426559356136821,11052.681818181818,243158.99999999997,VIP,0
117,C118,Ibrahim,38,Multan,2021-04-26,2022-03-24,4,66345,16586,Card,332,483.0,0.012048192771084338,16586.25,66345.0,Regular,0
118,C119,Kiran,29,Rawalpindi,2021-12-14,2022-08-25,15,356068,23738,Cash,254,329.0,0.05905511811023622,23737.866666666665,356067.99999999994,VIP,0
119,C120,Ayesha,29,Quetta,2018-05-17,2020-01-30,26,207104,7966,Mobile Wallet,623,1267.0,0.04173354735152488,7965.538461538462,207104.00000000003,VIP,0
120,C121,Danish,25,Rawalpindi,2019-06-26,2021-01-28,26,556343,21398,Mobile Wallet,582,903.0,0.044673539518900345,21397.80769230769,556343.0,VIP,0
121,C122,Nadia,35,Faisalabad,2021-10-19,2022-03-15,32,199509,6235,Cash,147,492.0,0.21768707482993196,6234.65625,199509.0,Loyal,0
122,C123,Maryam,45,Hyderabad,2022-02-07,2022-04-24,28,121829,4351,Card,76,452.0,0.3684210526315789,4351.035714285715,121829.0,Loyal,0
123,C124,Talha,38,Peshawar,2022-03-02,2022-05-26,17,314928,18525,Mobile Wallet,85,420.0,0.2,18525.176470588234,314928.0,VIP,0
124,C125,Uzma,40,Lahore,2023-03-17,2023-07-14,22,367682,16713,Card,119,6.0,0.18487394957983194,16712.81818181818,367682.0,VIP,0
125,C126,Tania,35,Lahore,2019-02-03,2019-10-31,37,308985,8351,Mobile Wallet,270,1358.0,0.13703703703703704,8350.945945945947,308985.0,VIP,0
126,C127,Iqra,33,Sialkot,2019-09-25,2020-12-22,9,182391,20266,Mobile Wallet,454,940.0,0.019823788546255508,20265.666666666668,182391.00000000003,Loyal,0
127,C128,Yusuf,26,Quetta,2022-12-27,2023-03-27,26,197701,7604,Mobile Wallet,90,115.0,0.28888888888888886,7603.884615384615,197700.99999999997,Loyal,0
128,C129,Fatima,21,Peshawar,2021-02-04,2021-09-16,10,181282,18128,Cash,224,672.0,0.044642857142857144,18128.2,181282.0,Loyal,0
129,C130,Anum,20,Karachi,2021-09-28,2022-07-04,11,240203,21837,Cash,279,381.0,0.03942652329749104,21836.636363636364,240203.0,VIP,0
130,C131,Uzma,30,Islamabad,2018-01-12,2018-11-21,12,99506,8292,Cash,313,1702.0,0.038338658146964855,8292.166666666666,99505.99999999999,Regular,0
131,C132,Ahmed,24,Karachi,2022-01-07,2022-10-07,40,556064,13902,Mobile Wallet,273,286.0,0.14652014652014653,13901.6,556064.0,VIP,0
132,C133,Danish,36,Lahore,2018-09-18,2020-02-17,31,492403,15884,Card,517,1249.0,0.059961315280464215,15883.967741935483,492402.99999999994,VIP,0
133,C134,Bilal,39,Karachi,2023-11-06,2023-12-06,32,153585,4800,Bank Transfer,30,1938.0,1.0666666666666667,4799.53125,153585.0,Loyal,1
134,C135,Bushra,41,Lahore,2023-07-02,2023-08-01,7,45701,6529,Cash,30,1938.0,0.23333333333333334,6528.714285714285,45701.0,Regular,1
135,C136,Talha,39,Gujranwala,2021-08-24,2022-10-18,36,489591,13600,Bank Transfer,420,275.0,0.08571428571428572,13599.75,489590.99999999994,VIP,0
136,C137,Hassan,40,Gujranwala,2020-05-30,2021-09-12,31,353027,11388,Bank Transfer,470,676.0,0.06595744680851064,11387.967741935483,353026.99999999994,VIP,0
137,C138,Hassan,30,Peshawar,2021-07-04,2023-06-15,19,323052,17003,Bank Transfer,711,35.0,0.026722925457102673,17002.736842105263,323052.0,VIP,0
138,C139,Imran,22,Peshawar,2019-01-31,2020-03-17,11,233780,21253,Mobile Wallet,411,1220.0,0.0267639902676399,21252.727272727272,233779.99999999997,VIP,0
139,C140,Bushra,31,Gujranwala,2022-09-29,2022-11-24,21,487829,23230,Card,56,238.0,0.375,23229.95238095238,487829.0,VIP,0
140,C141,Sana,24,Gujranwala,2023-05-30,2023-07-13,9,144057,16006,Mobile Wallet,44,7.0,0.20454545454545456,16006.333333333334,144057.0,Loyal,0
141,C142,Talha,38,Rawalpindi,2022-10-24,2023-06-27,38,936654,24649,Card,246,23.0,0.15447154471544716,24648.78947368421,936654.0,VIP,0
142,C143,Nadia,20,Islamabad,2021-01-24,2022-01-05,24,353672,14736,Cash,346,561.0,0.06936416184971098,14736.333333333334,353671.99999999994,VIP,0
143,C144,Maryam,22,Islamabad,2018-05-06,2018-09-06,36,392839,10912,Bank Transfer,123,1778.0,0.2926829268292683,10912.194444444445,392839.0,VIP,0
144,C145,Yusuf,29,Multan,2018-12-14,2019-03-07,12,112692,9391,Card,83,1596.0,0.14457831325301204,9391.0,112691.99999999999,Loyal,0
145,C146,Nadia,34,Gujranwala,2022-10-03,2023-07-08,31,532345,17172,Card,278,12.0,0.11151079136690648,17172.41935483871,532345.0,VIP,0
146,C147,Hassan,29,Gujranwala,2023-06-17,2023-07-25,22,117361,5335,Card,38,1938.0,0.5789473684210527,5334.590909090909,117361.0,Loyal,1
147,C148,Farhan,26,Islamabad,2020-11-12,2021-10-04,23,173433,7541,Bank Transfer,326,654.0,0.0705521472392638,7540.565217391304,173433.0,Loyal,0
148,C149,Ibrahim,37,Rawalpindi,2023-08-12,2023-09-11,7,123384,17626,Card,30,1938.0,0.23333333333333334,17626.285714285714,123384.0,Loyal,1
149,C150,Khalid,22,Multan,2022-10-25,2023-04-19,28,693572,24770,Card,176,92.0,0.1590909090909091,24770.428571428572,693572.0,VIP,0
150,C151,Zain,25,Sialkot,2023-02-28,2023-07-14,26,177928,6843,Card,136,6.0,0.19117647058823528,6843.384615384615,177928.0,Loyal,0
151,C152,Waqar,32,Hyderabad,2018-11-19,2020-01-28,22,323485,14704,Cash,435,1269.0,0.05057471264367816,14703.863636363636,323485.0,VIP,0
152,C153,Hassan,36,Hyderabad,2020-03-05,2021-03-27,25,215147,8606,Cash,387,845.0,0.06459948320413436,8605.88,215146.99999999997,VIP,0
153,C154,Hamza,39,Islamabad,2018-11-05,2019-06-04,34,669479,19691,Bank Transfer,211,1507.0,0.16113744075829384,19690.558823529413,669479.0,VIP,0
154,C155,Laiba,40,Gujranwala,2021-08-16,2023-06-19,23,204518,8892,Bank Transfer,672,31.0,0.03422619047619048,8892.08695652174,204518.00000000006,VIP,0
155,C156,Farhan,45,Faisalabad,2018-08-19,2019-09-13,35,220817,6309,Bank Transfer,390,1406.0,0.08974358974358974,6309.057142857143,220817.0,VIP,0
156,C157,Yusuf,29,Lahore,2019-01-05,2020-10-25,35,578763,16536,Card,659,998.0,0.05311077389984825,16536.085714285713,578762.9999999999,VIP,0
157,C158,Waqar,40,Rawalpindi,2021-08-09,2023-05-20,33,650587,19715,Card,649,61.0,0.05084745762711865,19714.757575757576,650587.0000000001,VIP,0
158,C159,Zain,42,Lahore,2023-08-29,2023-09-28,5,61847,12369,Bank Transfer,30,1938.0,0.16666666666666666,12369.4,61847.0,Regular,1
159,C160,Anum,25,Multan,2022-03-08,2023-07-20,21,347375,16542,Mobile Wallet,499,0.0,0.04208416833667335,16541.666666666668,347375.00000000006,VIP,0
160,C161,Ayesha,45,Gujranwala,2021-10-02,2022-01-07,24,171291,7137,Bank Transfer,97,559.0,0.24742268041237114,7137.125,171291.0,Loyal,0
161,C162,Noman,24,Multan,2018-11-30,2020-08-17,12,182022,15168,Bank Transfer,626,1067.0,0.019169329073482427,15168.5,182022.0,Loyal,0
162,C163,Imran,29,Hyderabad,2022-03-23,2023-03-17,24,199830,8326,Card,359,125.0,0.06685236768802229,8326.25,199830.0,Loyal,0
163,C164,Bushra,36,Multan,2018-03-16,2019-04-21,22,227764,10353,Mobile Wallet,401,1551.0,0.05486284289276808,10352.90909090909,227763.99999999997,VIP,0
164,C165,Kiran,26,Rawalpindi,2019-07-18,2020-01-22,7,99145,14164,Card,188,1275.0,0.03723404255319149,14163.57142857143,99145.0,Regular,0
165,C166,Iqra,43,Hyderabad,2018-06-04,2020-05-11,24,560550,23356,Bank Transfer,707,1165.0,0.033946251768033946,23356.25,560550.0,VIP,0
166,C167,Hamza,42,Sialkot,2019-11-10,2021-03-02,5,86130,17226,Cash,478,870.0,0.010460251046025104,17226.0,86130.0,Regular,0
167,C168,Anum,29,Quetta,2020-08-16,2022-03-15,18,266370,14798,Bank Transfer,576,492.0,0.03125,14798.333333333334,266370.0,VIP,0
168,C169,Sana,31,Gujranwala,2022-12-10,2023-05-07,21,346873,16518,Bank Transfer,148,74.0,0.14189189189189189,16517.761904761905,346872.99999999994,VIP,0
169,C170,Sana,45,Sialkot,2019-07-21,2020-05-02,6,122914,20486,Card,286,1174.0,0.02097902097902098,20485.666666666668,122914.00000000001,Loyal,0
170,C171,Mahnoor,23,Faisalabad,2018-12-10,2019-06-22,20,389637,19482,Cash,194,1489.0,0.10309278350515463,19481.85,389636.99999999994,VIP,0
171,C172,Zara,27,Quetta,2021-12-02,2022-01-28,29,164879,5685,Mobile Wallet,57,538.0,0.5087719298245614,5685.482758620689,164879.0,Loyal,0
